Date,Value
2010-01-31,0.4967141530112327
2010-02-28,-0.13826430117118466
2010-03-31,0.6476885381006925
2010-04-30,1.5230298564080254
2010-05-31,-0.23415337472333597
2010-06-30,-0.23413695694918055
2010-07-31,1.5792128155073915
2010-08-31,0.7674347291529088
2010-09-30,-0.4694743859349521
2010-10-31,0.5425600435859647
2010-11-30,-0.46341769281246226
2010-12-31,-0.46572975357025687
2011-01-31,0.24196227156603412
2011-02-28,-1.913280244657798
2011-03-31,-1.7249178325130328
2011-04-30,-0.5622875292409727
2011-05-31,-1.0128311203344238
2011-06-30,0.3142473325952739
2011-07-31,-0.9080240755212109
2011-08-31,-1.4123037013352915
2011-09-30,6.465648768921554
2011-10-31,-0.22577630048653566
2011-11-30,0.06752820468792384
2011-12-31,-1.4247481862134568
2012-01-31,-0.5443827245251827
2012-02-29,0.11092258970986608
2012-03-31,-1.1509935774223028
2012-04-30,0.37569801834567196
2012-05-31,-0.600638689918805
2012-06-30,-0.2916937497932768
2012-07-31,-0.6017066122293969
2012-08-31,1.8522781845089378
2012-09-30,-0.013497224737933921
2012-10-31,-1.0577109289559004
2012-11-30,0.822544912103189
2012-12-31,-1.2208436499710222
2013-01-31,0.2088635950047554
2013-02-28,-1.9596701238797756
2013-03-31,-1.3281860488984305
2013-04-30,0.19686123586912352
2013-05-31,0.7384665799954104
2013-06-30,0.1713682811899705
2013-07-31,-0.11564828238824053
2013-08-31,-0.3011036955892888
2013-09-30,-1.4785219903674274
2013-10-31,-0.7198442083947086
2013-11-30,-0.4606387709597875
2013-12-31,1.0571222262189157
2014-01-31,0.3436182895684614
2014-02-28,-1.763040155362734
2014-03-31,0.324083969394795
2014-04-30,-0.38508228041631654
2014-05-31,-0.6769220003059587
2014-06-30,0.6116762888408679
2014-07-31,1.030999522495951
2014-08-31,0.9312801191161986
2014-09-30,-0.8392175232226385
2014-10-31,-0.3092123758512146
2014-11-30,0.33126343140356396
2014-12-31,0.9755451271223592
2015-01-31,-0.47917423784528995
2015-02-28,-0.18565897666381712
2015-03-31,-1.1063349740060282
2015-04-30,-1.1962066240806708
2015-05-31,0.812525822394198
2015-06-30,1.356240028570823
2015-07-31,-0.07201012158033385
2015-08-31,1.0035328978920242
2015-09-30,0.36163602504763415
2015-10-31,-0.6451197546051243
2015-11-30,-3.638604394491586
2015-12-31,1.5380365664659692
2016-01-31,-0.03582603910995154
2016-02-29,1.5646436558140062
2016-03-31,-2.6197451040897444
2016-04-30,0.8219025043752238
2016-05-31,0.08704706823817122
2016-06-30,-0.29900735046586746
2016-07-31,0.0917607765355023
2016-08-31,-1.9875689146008928
2016-09-30,-0.21967188783751193
2016-10-31,0.3571125715117464
2016-11-30,1.477894044741516
2016-12-31,-0.5182702182736474
2017-01-31,-0.8084936028931876
2017-02-28,-0.5017570435845365
2017-03-31,0.9154021177020741
2017-04-30,0.32875110965968446
2017-05-31,-0.5297602037670388
2017-06-30,0.5132674331133561
2017-07-31,0.09707754934804039
2017-08-31,0.9686449905328892
2017-09-30,-0.7020530938773524
2017-10-31,-0.3276621465977682
2017-11-30,-0.39210815313215763
2017-12-31,-1.4635149481321186
2018-01-31,0.29612027706457605
2018-02-28,0.26105527217988933
2018-03-31,0.00511345664246089
2018-04-30,-0.23458713337514692
2018-05-31,-1.4153707420504142
2018-06-30,-0.42064532276535904
2018-07-31,-0.3427145165267695
2018-08-31,-0.8022772692216189
2018-09-30,-0.16128571166600914
2018-10-31,0.4040508568145384
2018-11-30,1.8861859012105302
2018-12-31,0.17457781283183896
2019-01-31,0.25755039072276437
2019-02-28,-0.07444591576616721
2019-03-31,4.081228784700959
2019-04-30,-0.026513875449216878
2019-05-31,0.06023020994102644
2019-06-30,2.463242112485286
2019-07-31,-0.19236096478112252
2019-08-31,0.30154734233361247
2019-09-30,-0.03471176970524331
2019-10-31,-1.168678037619532
2019-11-30,1.1428228145150205
2019-12-31,0.7519330326867741
